Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,SKU,Category,Sub-Category,Product Name,Sales,Quantity,Unit Price
4772,US-SB-2015-624720,10/27/2015,10/30/2015,Standard Class,KH-16690,Kristen Hastings,Small Business,United States,Springfield,Oregon,97477,West,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,967.11,20,49
4773,US-SB-2015-200031,10/27/2015,10/30/2015,Standard Class,KH-16690,Kristen Hastings,Small Business,United States,Springfield,Oregon,97477,West,ACC-SCA-1000-307,Accessories,Scarves,Striped Traveler,2269.75,33,69
4774,US-SB-2015-671488,10/27/2015,10/30/2015,Standard Class,KH-16690,Kristen Hastings,Small Business,United States,Springfield,Oregon,97477,West,ACC-SUN-1000-466,Accessories,Sunglasses,Gemini Cat-Eye,9164.52,46,199
4775,US-SB-2015-428390,10/27/2015,10/30/2015,Standard Class,KH-16690,Kristen Hastings,Small Business,United States,Springfield,Oregon,97477,West,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,26250.13,66,399
4776,US-CN-2015-292545,10/28/2015,10/30/2015,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907,Central,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,794.79,7,108
4777,US-CN-2015-200730,10/28/2015,10/30/2015,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907,Central,ACC-SCA-1000-122,Accessories,Scarves,Stella Square,507.78,7,69
4778,US-SB-2015-273366,10/28/2015,10/30/2015,Second Class,TS-21655,Trudy Schmidt,Small Business,United States,El Paso,Texas,79907,Central,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,7340.77,18,399
4779,US-SB-2015-594912,10/28/2015,10/30/2015,Second Class,TS-21655,Trudy Schmidt,Small Business,United States,El Paso,Texas,79907,Central,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,4404.46,11,399
4780,US-CN-2015-860074,10/28/2015,10/30/2015,Second Class,FW-14395,Fred Wasserman,Consumer,United States,Los Angeles,California,90032,West,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,732.24,4,199
4781,US-SB-2015-385590,10/28/2015,10/31/2015,Standard Class,DL-13315,Delfina Latchford,Small Business,United States,Rancho Cucamonga,California,91730,West,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,1081.8,22,49
4782,US-SB-2015-229647,10/28/2015,10/31/2015,Standard Class,CM-12385,Christopher Martinez,Small Business,United States,San Francisco,California,94110,West,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,11745.23,29,399
4783,US-SB-2015-498434,10/28/2015,10/31/2015,Standard Class,CM-12385,Christopher Martinez,Small Business,United States,San Francisco,California,94110,West,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,2737.61,11,248
4784,US-SB-2015-729352,10/28/2015,10/31/2015,Standard Class,DP-13390,Dennis Pardue,Small Business,United States,Tuscaloosa,Alabama,35401,South,BAG-TOT-1000-144,Handbags,Tote,Triple Compartment Tote Cardamom,10277.07,26,399
4785,US-CN-2015-165365,10/28/2015,10/29/2015,First Class,BW-11110,Bart Watters,Consumer,United States,Detroit,Michigan,48205,Central,SL-CH-1000-452,Small Leather,Card Holders,Sylvia Card Holder,434.19,7,59
4786,US-CN-2015-123147,10/29/2015,11/1/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,ACC-HAT-1000-487,Accessories,Hats,Sunhat,383.17,10,39
4787,US-SB-2015-245787,10/29/2015,11/1/2015,Standard Class,RD-19585,Rob Dowd,Small Business,United States,Henderson,Kentucky,42420,South,BAG-CRO-1000-148,Handbags,Cross Body Bag,Miller Crossbody Camello,11760.44,29,399
4788,US-SB-2015-447144,10/29/2015,11/1/2015,Standard Class,RD-19585,Rob Dowd,Small Business,United States,Henderson,Kentucky,42420,South,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,9775.8,49,199
4789,US-SB-2015-591741,10/29/2015,11/1/2015,Standard Class,RD-19585,Rob Dowd,Small Business,United States,Henderson,Kentucky,42420,South,BAG-MINI-1000-365,Handbags,Mini Bags,Perry Mini Bag Navy,13686.12,69,199
4790,US-SB-2015-675320,10/30/2015,11/2/2015,Standard Class,NB-18655,Nona Balk,Small Business,United States,San Francisco,California,94109,West,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,16315.57,333,49
4791,US-SB-2015-717775,10/30/2015,11/2/2015,Standard Class,NB-18655,Nona Balk,Small Business,United States,San Francisco,California,94109,West,ACC-HAT-1000-487,Accessories,Hats,Sunhat,10388.69,266,39
4792,US-SB-2015-481169,10/31/2015,11/2/2015,Second Class,CH-12070,Cathy Hwang,Small Business,United States,Detroit,Michigan,48227,Central,ACC-WAT-1000-136,Small Leather,Wallets,Wristlet Perry Coral Pink,2965.83,25,120
4793,US-SB-2015-402659,10/31/2015,11/2/2015,Second Class,FA-14230,Frank Atkinson,Small Business,United States,Denver,Colorado,80219,West,SL-CH-1000-305,Small Leather,Card Holders,Swing Flora Card Holder,1458.2,25,59
4794,US-SB-2015-850957,10/31/2015,11/2/2015,Second Class,FA-14230,Frank Atkinson,Small Business,United States,Denver,Colorado,80219,West,SL-PCH-1000-280,Small Leather,Pouches,Classic Pencil Pouch,1223.41,12,99
4795,US-SB-2015-793418,10/31/2015,11/2/2015,Second Class,FA-14230,Frank Atkinson,Small Business,United States,Denver,Colorado,80219,West,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,7970.68,62,129
4796,US-SB-2015-769441,10/31/2015,11/2/2015,Second Class,FA-14230,Frank Atkinson,Small Business,United States,Denver,Colorado,80219,West,BAG-MINI-1000-356,Handbags,Mini Bags,Perry Mini Bag Bright Indigo,9836.68,49,199
4797,US-SB-2015-531279,10/31/2015,11/1/2015,First Class,TT-21220,Thomas Thornton,Small Business,United States,Virginia Beach,Virginia,23464,South,ACC-SCA-1000-122,Accessories,Scarves,Stella Square,2558.03,37,69
4798,US-SB-2015-854361,10/31/2015,10/31/2015,Same Day,BF-11020,Barry Französisch,Small Business,United States,New York City,New York,10024,East,SL-CH-1000-305,Small Leather,Card Holders,Swing Flora Card Holder,2916.4,49,59
4799,US-SB-2015-541038,11/1/2015,11/4/2015,Standard Class,MZ-17515,Mary Zewe,Small Business,United States,Redlands,California,92374,West,ACC-HAT-1000-487,Accessories,Hats,Sunhat,647.68,17,39
4800,US-CN-2015-737103,11/1/2015,11/4/2015,Standard Class,HP-14815,Harold Pawlan,Consumer,United States,Jackson,Michigan,49201,Central,ACC-TEC-1000-174,Accessories,Tech,Printed Hardshell Case iPhone 8,749.69,9,79
4801,US-CN-2015-228548,11/1/2015,11/3/2015,Second Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,ACC-FRA-1000-456,Accessories,Fragrance,Travel Spray,104.39,5,22
4802,US-CN-2015-110106,11/1/2015,11/3/2015,Second Class,KT-16480,Kean Thornton,Consumer,United States,Buffalo,New York,14215,East,ACC-HAT-1000-487,Accessories,Hats,Sunhat,185.05,5,39
4803,US-CN-2015-680953,11/1/2015,11/3/2015,Second Class,DK-12835,Damala Kotsonis,Consumer,United States,Salinas,California,93905,West,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,2130.45,5,449
4804,US-SB-2015-218686,11/1/2015,11/3/2015,Second Class,DK-12835,Damala Kotsonis,Small Business,United States,Salinas,California,93905,West,ACC-HAT-1000-487,Accessories,Hats,Sunhat,462.63,12,39
4805,US-SB-2015-370788,11/1/2015,11/3/2015,Second Class,DK-12835,Damala Kotsonis,Small Business,United States,Salinas,California,93905,West,BAG-CRO-1000-381,Handbags,Cross Body Bag,Nylon Printed Crossbody,4566.95,12,385
4806,US-SB-2015-791816,11/1/2015,11/3/2015,Second Class,DK-12835,Damala Kotsonis,Small Business,United States,Salinas,California,93905,West,ACC-MB-1000-200,Accessories,Makeup Bags,Fleming Small Makeup Bag Multi Color,1627.49,33,49
4807,US-CN-2015-320518,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,116.25,2,49
4808,US-CN-2015-260002,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,BAG-CRO-1000-297,Handbags,Cross Body Bag,Nylon Color Block Crossbody,2740.17,7,385
4809,US-CN-2015-655810,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,1765.1,7,248
4810,US-SB-2015-835037,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Small Business,United States,Redlands,California,92374,West,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,462.63,12,39
4811,US-CN-2015-672874,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,4260.9,9,449
4812,US-CN-2015-696134,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,ACC-TEC-1000-440,Accessories,Tech,Printed Hardshell Case iPhone X,562.27,7,79
4813,US-CN-2015-709166,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,ACC-WAT-1000-355,Small Leather,Wallets,Wristlet Perry Navy,1138.77,9,120
4814,US-CN-2015-471383,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,BAG-CRO-1000-355,Handbags,Cross Body Bag,Miller Crossbody Off White,1893.21,5,399
4815,US-CN-2015-735861,11/1/2015,11/1/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,92374,West,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,1065.23,2,449
4816,US-CN-2015-692575,11/2/2015,11/3/2015,First Class,VM-21685,Valerie Mitchum,Consumer,United States,Philadelphia,Pennsylvania,19140,East,SL-CLT-1000-354,Small Leather,Clutches,Miller Clutch Lemon Drop,1173.6,6,199
4817,US-CN-2015-132619,11/2/2015,11/3/2015,First Class,VM-21685,Valerie Mitchum,Consumer,United States,Philadelphia,Pennsylvania,19140,East,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,230,6,39
4818,US-CN-2015-533542,11/2/2015,11/5/2015,Standard Class,QJ-19255,Quincy Jones,Consumer,United States,New York City,New York,10009,East,ACC-WAT-1000-223,Small Leather,Wallets,Wristlet Perry Indigo,353.85,3,120
4819,US-SB-2015-725190,11/2/2015,11/5/2015,Standard Class,VD-21670,Valerie Dominguez,Small Business,United States,New York City,New York,10011,East,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,577.95,12,49
4820,US-SB-2015-888097,11/2/2015,11/5/2015,Standard Class,VD-21670,Valerie Dominguez,Small Business,United States,New York City,New York,10011,East,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,2934,15,199
4821,US-CN-2015-338757,11/2/2015,11/5/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,380.39,3,129
4822,US-SB-2015-741854,11/2/2015,11/5/2015,Standard Class,VD-21670,Valerie Dominguez,Small Business,United States,New York City,New York,10011,East,SL-CLT-1000-354,Small Leather,Clutches,Miller Clutch Lemon Drop,4107.59,21,199
4823,US-SB-2015-763931,11/2/2015,11/5/2015,Standard Class,VD-21670,Valerie Dominguez,Small Business,United States,New York City,New York,10011,East,ACC-WAT-1000-330,Small Leather,Wallets,Wallet on Chain,3526.69,12,299
4824,US-CN-2015-896605,11/2/2015,11/3/2015,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,97301,West,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,731.29,3,248
4825,US-CN-2015-622785,11/2/2015,11/5/2015,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,2353.09,6,399
4826,US-SB-2015-442558,11/2/2015,11/4/2015,Second Class,JH-16180,Justin Hirsh,Small Business,United States,New York City,New York,10035,East,BAG-SHO-1000-474,Handbags,Shoulder Bag,Soft Fleming Black,5295.94,12,449
4827,US-CN-2015-303049,11/2/2015,11/5/2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,New York City,New York,10009,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,2647.97,6,449
4828,US-SB-2015-530101,11/3/2015,11/6/2015,Standard Class,JO-15280,Jas O'Carroll,Small Business,United States,Los Angeles,California,90004,West,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,5009.36,13,399
4829,US-SB-2015-660966,11/3/2015,11/3/2015,Same Day,KC-16540,Kelly Collister,Small Business,United States,Seattle,Washington,98115,West,SL-CLT-1000-209,Small Leather,Clutches,Miller Clutch Black,4497.13,23,199
4830,US-CN-2015-361663,11/3/2015,11/6/2015,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,2254.84,5,449
4831,US-SB-2015-618275,11/3/2015,11/6/2015,Standard Class,LT-17110,Liz Thompson,Small Business,United States,San Diego,California,92105,West,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,2998.08,15,199
4832,US-SB-2015-355871,11/3/2015,11/6/2015,Standard Class,LT-17110,Liz Thompson,Small Business,United States,San Diego,California,92105,West,BAG-CRO-1000-297,Handbags,Cross Body Bag,Nylon Color Block Crossbody,6767.03,18,385
4833,US-CN-2015-549066,11/3/2015,11/6/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,BAG-CRO-1000-148,Handbags,Cross Body Bag,Miller Crossbody Camello,3005.62,8,399
4834,US-CN-2015-259367,11/3/2015,11/6/2015,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Diego,California,92105,West,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,3382.26,8,449
4835,US-SB-2015-234332,11/3/2015,11/4/2015,First Class,ED-13885,Emily Ducich,Small Business,United States,New York City,New York,10011,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,12401.62,28,449
4836,US-SB-2015-529400,11/3/2015,11/6/2015,Standard Class,BB-10990,Barry Blumstein,Small Business,United States,San Antonio,Texas,78207,Central,BAG-CRO-1000-355,Handbags,Cross Body Bag,Miller Crossbody Off White,7013.11,18,399
4837,US-CN-2015-194269,11/3/2015,11/6/2015,Standard Class,BB-10990,Barry Blumstein,Consumer,United States,San Antonio,Texas,78207,Central,ACC-WAT-1000-136,Small Leather,Wallets,Wristlet Perry Coral Pink,602.63,5,120
4838,US-SB-2015-210373,11/3/2015,11/4/2015,First Class,EG-13900,Emily Grady,Small Business,United States,Chesapeake,Virginia,23320,South,ACC-SCA-1000-204,Accessories,Scarves,Logo Oversized,693.02,10,69
4839,US-SB-2015-556823,11/4/2015,11/7/2015,Standard Class,CM-12655,Corinna Mitchell,Small Business,United States,Los Angeles,California,90008,West,ACC-WAT-1000-223,Small Leather,Wallets,Wristlet Perry Indigo,5568.08,46,120
4840,US-SB-2015-665521,11/4/2015,11/7/2015,Standard Class,CM-12655,Corinna Mitchell,Small Business,United States,Los Angeles,California,90008,West,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,3957.31,20,199
4841,US-SB-2015-466628,11/4/2015,11/7/2015,Standard Class,CM-12655,Corinna Mitchell,Small Business,United States,Los Angeles,California,90008,West,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,3957.31,20,199
4842,US-SB-2015-339566,11/4/2015,11/7/2015,Standard Class,CS-12250,Chris Selesnick,Small Business,United States,Haltom City,Texas,76117,Central,ACC-HAT-1000-487,Accessories,Hats,Sunhat,517.04,13,39
4843,US-SB-2015-345271,11/4/2015,11/5/2015,First Class,FH-14365,Fred Hopkins,Small Business,United States,Long Beach,New York,11561,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,29762.69,66,449
4844,US-SB-2015-771038,11/5/2015,11/8/2015,Standard Class,TS-21085,Thais Sissman,Small Business,United States,Ormond Beach,Florida,32174,South,ACC-SUN-1000-477,Accessories,Sunglasses,Large Square,3830.93,19,199
4845,US-SB-2015-456199,11/5/2015,11/7/2015,Second Class,JF-15190,Jamie Frazer,Small Business,United States,Long Beach,California,90805,West,ACC-WAT-1000-239,Accessories,Watches,Quilted Leather Watch,14046.75,71,199
4846,US-SB-2015-708902,11/5/2015,11/7/2015,Second Class,JF-15190,Jamie Frazer,Small Business,United States,Long Beach,California,90805,West,ACC-WAT-1000-239,Accessories,Watches,Quilted Leather Watch,3830.93,19,199
4847,US-SB-2015-281789,11/5/2015,11/7/2015,Second Class,JF-15190,Jamie Frazer,Small Business,United States,Long Beach,California,90805,West,ACC-TEC-1000-259,Accessories,Tech,Chevron iPhone Case 8,3548.58,45,79
4848,US-CN-2015-302152,11/5/2015,11/7/2015,Second Class,JF-15190,Jamie Frazer,Consumer,United States,Long Beach,California,90805,West,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,250.26,6,39
4849,US-SB-2015-540850,11/5/2015,11/6/2015,First Class,RS-19420,Ricardo Sperren,Small Business,United States,Seattle,Washington,98115,West,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,5120.74,13,399
4850,US-SB-2015-282888,11/5/2015,11/8/2015,Standard Class,BP-11290,Beth Paige,Small Business,United States,Philadelphia,Pennsylvania,19140,East,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,3830.93,19,199
4851,US-SB-2015-285403,11/5/2015,11/7/2015,Second Class,DA-13450,Dianna Arnett,Small Business,United States,Washington,District of Columbia,20016,East,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,1886.59,39,49
4852,US-SB-2015-697247,11/5/2015,11/7/2015,Second Class,DA-13450,Dianna Arnett,Small Business,United States,Washington,District of Columbia,20016,East,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,2553.95,13,199
4853,US-CN-2015-479024,11/6/2015,11/9/2015,Standard Class,GB-14530,George Bell,Consumer,United States,Monroe,North Carolina,28110,South,BAG-SHO-1000-474,Handbags,Shoulder Bag,Soft Fleming Black,4263.74,9,449
4854,US-SB-2015-752859,11/6/2015,11/9/2015,Standard Class,VD-21670,Valerie Dominguez,Small Business,United States,Coral Springs,Florida,33065,South,ACC-SCA-1000-122,Accessories,Scarves,Stella Square,873.64,13,69
4855,US-SB-2015-179342,11/6/2015,11/9/2015,Standard Class,GT-14635,Grant Thornton,Small Business,United States,New York City,New York,10009,East,BAG-SHO-1000-183,Handbags,Shoulder Bag,Soft Fleming Navy,8527.47,19,449
4856,US-SB-2015-465223,11/6/2015,11/9/2015,Standard Class,NG-18430,Nathan Gelder,Small Business,United States,Quincy,Illinois,62301,Central,ACC-MB-1000-200,Accessories,Makeup Bags,Fleming Small Makeup Bag Multi Color,930.61,19,49
4857,US-SB-2015-696379,11/6/2015,11/6/2015,Same Day,JM-16195,Justin MacKendrick,Small Business,United States,San Francisco,California,94109,West,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,5051.91,13,399
4858,US-CN-2015-102692,11/6/2015,11/6/2015,Same Day,KL-16645,Ken Lonsdale,Consumer,United States,Seattle,Washington,98105,West,BAG-SHO-1000-474,Handbags,Shoulder Bag,Soft Fleming Black,4263.74,9,449
4859,US-CN-2015-386744,11/6/2015,11/7/2015,First Class,CB-12415,Christy Brittain,Consumer,United States,Lakewood,Ohio,44107,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,4263.74,9,449
4860,US-SB-2015-779384,11/6/2015,11/7/2015,First Class,CB-12415,Christy Brittain,Small Business,United States,Lakewood,Ohio,44107,East,ACC-TEC-1000-411,Accessories,Tech,Phone Crossbody Off White,1000.25,13,79
4861,US-SB-2015-765666,11/7/2015,11/8/2015,First Class,MT-17815,Meg Tillman,Small Business,United States,Scottsdale,Arizona,85254,West,ACC-HAT-1000-487,Accessories,Hats,Sunhat,2525.91,65,39
4862,US-SB-2015-615759,11/7/2015,11/8/2015,First Class,MT-17815,Meg Tillman,Small Business,United States,Scottsdale,Arizona,85254,West,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,29080.33,65,449
4863,US-CN-2015-199807,11/8/2015,11/10/2015,Second Class,KB-16240,Karen Bern,Consumer,United States,Los Angeles,California,90036,West,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,798.87,2,449
4864,US-SB-2015-858117,11/8/2015,11/10/2015,Second Class,MC-18130,Mike Caudle,Small Business,United States,Newark,Delaware,19711,East,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,485.73,12,39
4865,US-CN-2015-787736,11/8/2015,11/10/2015,Second Class,MC-18130,Mike Caudle,Consumer,United States,Newark,Delaware,19711,East,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,174.36,4,49
4866,US-CN-2015-175197,11/8/2015,11/11/2015,Standard Class,KB-16240,Karen Bern,Consumer,United States,Philadelphia,Pennsylvania,19140,East,ACC-HAT-1000-487,Accessories,Hats,Sunhat,138.78,4,39
4867,US-CN-2015-792850,11/8/2015,11/10/2015,Second Class,SV-20785,Stewart Visinsky,Consumer,United States,Burlington,Vermont,,East,BAG-SHO-1000-183,Handbags,Shoulder Bag,Soft Fleming Navy,2396.61,5,449
4868,US-SB-2015-351978,11/8/2015,11/11/2015,Standard Class,CP-12340,Christine Phan,Small Business,United States,Miami,Florida,33142,South,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,6389.19,16,399
4869,US-CN-2015-161946,11/8/2015,11/11/2015,Standard Class,CP-12340,Christine Phan,Consumer,United States,Miami,Florida,33142,South,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,3549.55,9,399
4870,US-CN-2015-198378,11/8/2015,11/11/2015,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Houston,Texas,77036,Central,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,174.36,4,49
4871,US-CN-2015-210486,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,1323.74,5,248
4872,US-CN-2015-249121,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,ACC-WAT-1000-239,Accessories,Watches,Quilted Leather Watch,708.13,4,199
4873,US-CN-2015-787119,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,BAG-MINI-1000-487,Handbags,Mini Bags,Perry Mini Bag Coral Pink,1770.33,9,199
4874,US-SB-2015-722826,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Small Business,United States,Houston,Texas,77041,Central,BAG-TOT-1000-144,Handbags,Tote,Triple Compartment Tote Cardamom,7099.1,18,399
4875,US-CN-2015-232740,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,1419.82,4,399
4876,US-CN-2015-852237,11/8/2015,11/11/2015,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Houston,Texas,77041,Central,SL-CH-1000-305,Small Leather,Card Holders,Swing Flora Card Holder,314.92,5,59
4877,US-CN-2015-447222,11/9/2015,11/12/2015,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,1749.07,7,248
4878,US-CN-2015-744146,11/9/2015,11/11/2015,Second Class,MZ-17335,Maria Zettner,Consumer,United States,San Diego,California,92024,West,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,55.01,1,39
4879,US-CN-2015-801416,11/9/2015,11/11/2015,Second Class,MZ-17335,Maria Zettner,Consumer,United States,San Diego,California,92024,West,SL-CLT-1000-354,Small Leather,Clutches,Miller Clutch Lemon Drop,842.09,4,199
4880,US-CN-2015-658763,11/9/2015,11/12/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,165.03,4,39
4881,US-CN-2015-747174,11/9/2015,11/12/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,207.35,4,49
4882,US-CN-2015-553338,11/9/2015,11/12/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,842.09,4,199
4883,US-CN-2015-407233,11/9/2015,11/12/2015,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,West Jordan,Utah,84084,West,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,1403.48,7,199
4884,US-SB-2015-294218,11/9/2015,11/12/2015,Standard Class,AC-10450,Amy Cox,Small Business,United States,New York City,New York,10011,East,SL-PCH-1000-280,Small Leather,Pouches,Classic Pencil Pouch,1536.08,16,99
4885,US-CN-2015-468499,11/9/2015,11/12/2015,Standard Class,AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,207.35,4,49
4886,US-CN-2015-386770,11/9/2015,11/12/2015,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Houston,Texas,77095,Central,SL-PCH-1000-283,Small Leather,Pouches,Stripe Large Pouch,837.86,8,99
4887,US-CN-2015-545181,11/9/2015,11/12/2015,Standard Class,SW-20455,Shaun Weien,Consumer,United States,San Francisco,California,94109,West,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,561.39,3,199
4888,US-CN-2015-590950,11/9/2015,11/11/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,ACC-SCA-1000-307,Accessories,Scarves,Striped Traveler,291.98,4,69
4889,US-CN-2015-830871,11/9/2015,11/11/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,909.8,7,129
4890,US-CN-2015-663712,11/9/2015,11/11/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,BAG-MINI-1000-365,Handbags,Mini Bags,Perry Mini Bag Navy,842.09,4,199
4891,US-CN-2015-569846,11/9/2015,11/11/2015,Second Class,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,2448.69,10,248
